Id,Name,Opportunity__c,Type,Amount,StageName,Probability,ForecastCategoryName,Most_Likely__c,CampaignId,License_Type__c,Contract_of_Yrs__c,CreatedDate,CloseDate,OwnerId,AccountId,ProductId
00630000003i1CYAAY,iCompany201312YAAY,"",New,7508.13,Qualified Out,0,Omitted,"","","","",2011-12-15,2012-05-31,00530000000pXA1AAM,0013000000C28kPAAR,ProductD
00630000003M4grAAC,BushLeague201210rAAC,"",New,14840.99,Qualified Out,0,Omitted,"","","","",2011-10-22,2012-09-18,00530000000jHsfAAE,00130000009DcH2AAK,ProductC
00630000003M5ocAAC,BushLeague201210cAAC,"",New,37102.47,Closed Lost,0,Omitted,"","","","",2011-10-23,2012-02-23,00530000000eQidAAE,00130000009DeU5AAK,ProductC
00630000003M5vHAAS,BushLeague201210HAAS,"",New,0.00,Qualified Out,0,Omitted,"","","","",2011-10-23,2012-07-25,00530000000pXA1AAM,00130000009DembAAC,Defective
00630000003MehuAAC,Big Corp201210uAAC,"",New,26501.77,Qualified Out,0,Omitted,"","","","",2011-10-25,2012-11-15,00530000000jHsfAAE,00130000009Fo96AAC,ProductC
00630000003MelxAAC,Big Corp201210xAAC,"",New,17667.84,Qualified Out,0,Omitted,"","","","",2011-10-25,2012-11-30,00530000000jHsfAAE,00130000009FnrzAAC,ProductC
00630000003Mg4jAAC,Big Corp201210jAAC,"",New,18551.24,Qualified Out,0,Omitted,"","","","",2011-10-25,2012-04-03,00530000000pXA1AAM,00130000009FnvNAAS,ProductC
00630000003MIw8AAG,iCompany2012108AAG,"",New,1766.78,Closed Lost,0,Omitted,"","","","",2011-10-24,2012-05-31,00530000000eMGcAAM,001300000098TJrAAM,ProductD
00630000003MlONAA0,Big Corp201210NAA0,"",New,883.39,Qualified Out,0,Omitted,"","","","",2011-10-25,2012-05-31,00530000000pXA1AAM,00130000009FsT9AAK,ProductD
00630000003MnbCAAS,Big Corp201210CAAS,"",New,5300.35,Qualified Out,0,Omitted,"","","","",2011-10-25,2012-05-16,00530000000pXA1AAM,00130000009FtyJAAS,ProductD
00630000003MylEAAS,Big Corp201210EAAS,"",New,0.35,Qualified Out,0,Omitted,"","","","",2011-10-25,2012-08-20,00530000000pXA1AAM,00130000009G6ptAAC,Defective
00630000003QiaAAAS,Big Corp201211AAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-04,2012-02-29,00530000000kRamAAE,00130000009RlvtAAC,Defective
00630000003Qn5kAAC,Big Corp201211kAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-04,2012-02-29,00530000000jHsfAAE,00130000009RwbhAAC,Defective
00630000003QnctAAC,Big Corp201211tAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-04,2012-02-29,00530000000kRamAAE,00130000009S9I2AAK,Defective
00630000003QnxCAAS,Big Corp201211CAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-04,2012-02-29,00530000000kRamAAE,00130000009RwPVAA0,Defective
00630000003Qo8eAAC,Big Corp201211eAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-04,2012-02-29,00530000000jHsfAAE,00130000009S466AAC,Defective
00630000003QoMlAAK,Big Corp201211lAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-04,2012-02-29,00530000000jHsfAAE,00130000009S3n5AAC,Defective
00630000003QpkjAAC,Big Corp201211jAAC,"","",0.00,Closed Lost,0,Omitted,"","","","",2011-11-04,2012-02-29,00530000000jHsfAAE,00130000009S6LpAAK,Defective
00630000003QqNXAA0,Big Corp201211XAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-04,2012-02-29,00530000000kRamAAE,00130000009S5rWAAS,Defective
00630000003QrrpAAC,Big Corp201211pAAC,"","",0.00,Closed Lost,0,Omitted,"","","","",2011-11-04,2012-02-29,00530000000jHsfAAE,00130000009S3lEAAS,Defective
00630000003QtejAAC,Big Corp201211jAAC,"","",0.00,Closed Lost,0,Omitted,"","","","",2011-11-04,2012-07-27,00530000000jHsfAAE,0013000000HkLwvAAF,Defective
00630000003QuDBAA0,Trees R Us201211BAA0,"","",21201.41,Qualified Out,0,Omitted,"","","","",2011-11-04,2012-09-18,00530000000jHsfAAE,00130000009TnExAAK,ProductC
00630000003R6gKAAS,Big Corp201211KAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-04,2012-02-29,00530000000kRamAAE,00130000009SOf0AAG,Defective
00630000003R6nYAAS,Big Corp201211YAAS,"","",13427.56,Closed Lost,0,Omitted,"","","","",2011-11-04,2012-03-18,00530000000kRamAAE,00130000009SKMxAAO,ProductC
00630000003R92UAAS,Trees R Us201211UAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TbCyAAK,Defective
00630000003Ro5jAAC,Big Corp201211jAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009RtDEAA0,Defective
00630000003RogxAAC,Big Corp201211xAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009RuP1AAK,Defective
00630000003RomMAAS,Big Corp201211MAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009RtfsAAC,Defective
00630000003RoSeAAK,Trees R Us201211eAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009TVmoAAG,Defective
00630000003RoSfAAK,Trees R Us201211fAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TVmpAAG,Defective
00630000003Rp2FAAS,Yankeedoodle201211FAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009TO07AAG,Defective
00630000003Rp9aAAC,Trees R Us201211aAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TbphAAC,Defective
00630000003RpbNAAS,Trees R Us201211NAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009Tc6KAAS,Defective
00630000003RpfyAAC,Trees R Us201211yAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009Tc6gAAC,Defective
00630000003RpIWAA0,Trees R Us201211WAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009Tbn2AAC,Defective
00630000003RpJiAAK,Big Corp201211iAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009RuAFAA0,Defective
00630000003RpkbAAC,Trees R Us201211bAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TdS9AAK,Defective
00630000003RpqrAAC,Big Corp201211rAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009RtgBAAS,Defective
00630000003RpR8AAK,Trees R Us2012118AAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009Tba0AAC,Defective
00630000003RpuFAAS,Trees R Us201211FAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TdnkAAC,Defective
00630000003Rqm7AAC,Trees R Us2012117AAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009TfV9AAK,Defective
00630000003RryKAAS,Trees R Us201211KAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009TgeWAAS,Defective
00630000003Rsa5AAC,Trees R Us2012115AAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009ThKqAAK,Defective
00630000003RsGiAAK,Trees R Us201211iAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009Th41AAC,Defective
00630000003RsQEAA0,Trees R Us201211EAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009ThaaAAC,Defective
00630000003RsRuAAK,Trees R Us201211uAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009ThCeAAK,Defective
00630000003RtDLAA0,Trees R Us201211LAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TiEKAA0,Defective
00630000003RtE8AAK,Trees R Us2012118AAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TgbyAAC,Defective
00630000003RtlqAAC,Trees R Us201211qAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TkWzAAK,Defective
00630000003RttrAAC,Trees R Us201211rAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009TjzJAAS,Defective
00630000003Ru5VAAS,Yankeedoodle201211VAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009Tlu7AAC,Defective
00630000003Ru60AAC,Trees R Us2012110AAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009Tl2zAAC,Defective
00630000003RuBtAAK,Trees R Us201211tAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TlZgAAK,Defective
00630000003RuHlAAK,Trees R Us201211lAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TlsrAAC,Defective
00630000003RuruAAC,Trees R Us201211uAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009TmJVAA0,Defective
00630000003RuuTAAS,Trees R Us201211TAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009TmufAAC,Defective
00630000003RuxOAAS,Trees R Us201211OAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009Tm3VAAS,Defective
00630000003Rv2YAAS,Trees R Us201211YAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TmefAAC,Defective
00630000003Rv38AAC,Trees R Us2012118AAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009TlpfAAC,Defective
00630000003Rv6fAAC,Trees R Us201211fAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009TmWHAA0,Defective
00630000003Rvc9AAC,Trees R Us2012119AAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TpHPAA0,Defective
00630000003RviCAAS,Trees R Us201211CAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TpDjAAK,Defective
00630000003RvIlAAK,Trees R Us201211lAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-08-12,00530000000jHsfAAE,00130000009TmbhAAC,Defective
00630000003RvMiAAK,Trees R Us201211iAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TnExAAK,Defective
00630000003RvvYAAS,Trees R Us201211YAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TnewAAC,Defective
00630000003RvXUAA0,Trees R Us201211UAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TpEDAA0,Defective
00630000003RvzKAAS,Trees R Us201211KAAS,"",New,0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TsDCAA0,Defective
00630000003RyjOAAS,Trees R Us201211OAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000kRamAAE,00130000009TrAGAA0,Defective
00630000003RyqwAAC,Trees R Us201211wAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TrsXAAS,Defective
00630000003RzFcAAK,Trees R Us201211cAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009TqZOAA0,Defective
00630000003RzKCAA0,Trees R Us201211CAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009Tr2LAAS,Defective
00630000003S1bVAAS,Trees R Us201211VAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009TsE5AAK,Defective
00630000003S1bYAAS,Trees R Us201211YAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TtGlAAK,Defective
00630000003S1chAAC,Trees R Us201211hAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TsQ4AAK,Defective
00630000003S1HAAA0,Trees R Us201211AAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TrVSAA0,Defective
00630000003S1UJAA0,Trees R Us201211JAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TrzoAAC,Defective
00630000003S1vkAAC,iCompany201211kAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009Ts8LAAS,Defective
00630000003S1w3AAC,Trees R Us2012113AAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009Ts2OAAS,Defective
00630000003S2CyAAK,Trees R Us201211yAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009TtGAAA0,Defective
00630000003S4N6AAK,Trees R Us2012116AAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009TtnEAAS,Defective
00630000003S7qMAAS,Trees R Us201211MAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009TySpAAK,Defective
00630000003S7VmAAK,Trees R Us201211mAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009TyBYAA0,Defective
00630000003S7xnAAC,Trees R Us201211nAAC,"",New,4416.96,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-08-30,00530000000pXA1AAM,00130000009TxZ5AAK,ProductD
00630000003S8NHAA0,Big Corp201211HAA0,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000jHsfAAE,00130000009U0rxAAC,Defective
00630000003S8TeAAK,Big Corp201211eAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-07,2012-02-29,00530000000kRamAAE,00130000009U0ysAAC,Defective
00630000003S9PQAA0,Big Corp201211QAA0,"",New,0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000kRamAAE,00130000009U9bRAAS,Defective
00630000003SA2IAAW,iCompany201211IAAW,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009UB8eAAG,Defective
00630000003SazeAAC,Big Corp201211eAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-09,2012-02-29,00530000000kRamAAE,00130000009VrkfAAC,Defective
00630000003Scn2AAC,Big Corp2012112AAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000kRamAAE,00130000009VO5jAAG,Defective
00630000003ScYwAAK,Big Corp201211wAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009VJldAAG,Defective
00630000003SdbnAAC,Big Corp201211nAAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009VOo1AAG,Defective
00630000003SdnFAAS,Big Corp201211FAAS,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000kRamAAE,00130000009VP6oAAG,Defective
00630000003SdNhAAK,Big Corp201211hAAK,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000kRamAAE,00130000009VOcFAAW,Defective
00630000003Se58AAC,Big Corp2012118AAC,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009VP3aAAG,Defective
00630000003SedKAAS,Big Corp201211KAAS,"",New,0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009VRx2AAG,Defective
00630000003sjYWAAY,Big Corp20131WAAY,"","",0.00,Qualified Out,0,Omitted,"","","","",2012-01-06,2012-04-03,00530000000jHsfAAE,0013000000AVGPCAA5,Defective
00630000003SN9qAAG,Big Corp201211qAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000kRamAAE,00130000009Uc5qAAC,Defective
00630000003SNgoAAG,Big Corp201211oAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009UcvHAAS,Defective
00630000003SNw1AAG,Big Corp2012111AAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000kRamAAE,00130000009UcZWAA0,Defective
00630000003SOPQAA4,Big Corp201211QAA4,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009UcerAAC,Defective
00630000003SPldAAG,Big Corp201211dAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009UdPSAA0,Defective
00630000003SPO5AAO,Big Corp2012115AAO,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009UdFlAAK,Defective
00630000003SPU3AAO,Big Corp2012113AAO,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009UdHNAA0,Defective
00630000003SPwyAAG,Big Corp201311yAAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-04-20,00530000000jHsfAAE,0013000000DBENrAAP,Defective
00630000003SPZvAAO,Big Corp201211vAAO,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000kRamAAE,00130000009Ue2IAAS,Defective
00630000003SQeKAAW,Big Corp201211KAAW,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000kRamAAE,00130000009UfkRAAS,Defective
00630000003SQj9AAG,Big Corp2012119AAG,"","",0.00,Qualified Out,0,Omitted,"","","","",2011-11-08,2012-02-29,00530000000jHsfAAE,00130000009UfQwAAK,Defective
